,Image,label,Concrete,Gypsum,Metal,Other,Plastic,Roofing,Wood
3499,A (246).jpg%99,Wood,0,0,0,0,0,0,1
3500,A (246).jpg%100,Wood,0,0,0,0,0,0,1
3501,A (246).jpg%101,Wood,0,0,0,0,0,0,1
3502,A (246).jpg%102,Wood,0,0,0,0,0,0,1
3503,A (246).jpg%103,Wood,0,0,0,0,0,0,1
3504,A (246).jpg%104,Wood,0,0,0,0,0,0,1
3505,A (246).jpg%105,Wood,0,0,0,0,0,0,1
3506,A (246).jpg%106,Wood,0,0,0,0,0,0,1
3507,A (246).jpg%107,Metal,0,0,1,0,0,0,0
3508,A (246).jpg%108,Metal,0,0,1,0,0,0,0
3509,A (246).jpg%109,Metal,0,0,1,0,0,0,0
3510,A (246).jpg%110,Metal,0,0,1,0,0,0,0
3511,A (246).jpg%111,Metal,0,0,1,0,0,0,0
3512,A (246).jpg%112,Wood,0,0,0,0,0,0,1
3513,A (246).jpg%113,Wood,0,0,0,0,0,0,1
3514,A (246).jpg%114,Wood,0,0,0,0,0,0,1
3515,A (246).jpg%115,Wood,0,0,0,0,0,0,1
3516,A (246).jpg%116,Wood,0,0,0,0,0,0,1
3517,A (246).jpg%117,Wood,0,0,0,0,0,0,1
3518,A (246).jpg%118,Wood,0,0,0,0,0,0,1
3519,A (246).jpg%119,Wood,0,0,0,0,0,0,1
3520,A (246).jpg%120,Metal,0,0,1,0,0,0,0
3521,A (246).jpg%121,Metal,0,0,1,0,0,0,0
3522,A (246).jpg%122,Metal,0,0,1,0,0,0,0
3523,A (246).jpg%123,Metal,0,0,1,0,0,0,0
3524,A (246).jpg%124,Metal,0,0,1,0,0,0,0
3525,A (246).jpg%125,Wood,0,0,0,0,0,0,1
3526,A (246).jpg%126,Wood,0,0,0,0,0,0,1
3527,A (246).jpg%127,Wood,0,0,0,0,0,0,1
3528,A (246).jpg%128,Wood,0,0,0,0,0,0,1
3529,A (246).jpg%129,Wood,0,0,0,0,0,0,1
3530,A (246).jpg%130,Wood,0,0,0,0,0,0,1
3531,A (246).jpg%131,Wood,0,0,0,0,0,0,1
3532,A (246).jpg%133,Metal,0,0,1,0,0,0,0
3533,A (246).jpg%134,Metal,0,0,1,0,0,0,0
3534,A (246).jpg%135,Metal,0,0,1,0,0,0,0
3535,A (246).jpg%136,Metal,0,0,1,0,0,0,0
3536,A (246).jpg%137,Metal,0,0,1,0,0,0,0
3537,A (246).jpg%138,Wood,0,0,0,0,0,0,1
3538,A (246).jpg%139,Wood,0,0,0,0,0,0,1
3539,A (246).jpg%140,Wood,0,0,0,0,0,0,1
3540,A (246).jpg%141,Wood,0,0,0,0,0,0,1
3541,A (246).jpg%142,Wood,0,0,0,0,0,0,1
3542,A (246).jpg%143,Metal,0,0,1,0,0,0,0
3543,A (107).jpg%55,Plastic,0,0,0,0,1,0,0
3544,A (107).jpg%64,Wood,0,0,0,0,0,0,1
3545,A (107).jpg%76,Wood,0,0,0,0,0,0,1
3546,A (107).jpg%85,Plastic,0,0,0,0,1,0,0
3547,A (107).jpg%88,Wood,0,0,0,0,0,0,1
3548,A (107).jpg%96,Plastic,0,0,0,0,1,0,0
3549,A (107).jpg%97,Plastic,0,0,0,0,1,0,0
3550,A (107).jpg%102,Plastic,0,0,0,0,1,0,0
3551,A (107).jpg%108,Plastic,0,0,0,0,1,0,0
3552,A (107).jpg%109,Plastic,0,0,0,0,1,0,0
3553,A (107).jpg%113,Wood,0,0,0,0,0,0,1
3554,A (107).jpg%114,Plastic,0,0,0,0,1,0,0
3555,A (107).jpg%115,Plastic,0,0,0,0,1,0,0
3556,A (205).jpg%6,Wood,0,0,0,0,0,0,1
3557,A (205).jpg%7,Wood,0,0,0,0,0,0,1
3558,A (205).jpg%8,Wood,0,0,0,0,0,0,1
3559,A (205).jpg%9,Wood,0,0,0,0,0,0,1
3560,A (205).jpg%14,Gypsum,0,1,0,0,0,0,0
3561,A (205).jpg%15,Gypsum,0,1,0,0,0,0,0
3562,A (205).jpg%16,Gypsum,0,1,0,0,0,0,0
3563,A (205).jpg%17,Gypsum,0,1,0,0,0,0,0
3564,A (205).jpg%18,Gypsum,0,1,0,0,0,0,0
3565,A (205).jpg%19,Wood,0,0,0,0,0,0,1
3566,A (205).jpg%20,Wood,0,0,0,0,0,0,1
3567,A (205).jpg%21,Wood,0,0,0,0,0,0,1
3568,A (205).jpg%22,Wood,0,0,0,0,0,0,1
3569,A (205).jpg%25,Gypsum,0,1,0,0,0,0,0
3570,A (205).jpg%26,Gypsum,0,1,0,0,0,0,0
3571,A (205).jpg%27,Gypsum,0,1,0,0,0,0,0
3572,A (205).jpg%28,Gypsum,0,1,0,0,0,0,0
3573,A (205).jpg%29,Gypsum,0,1,0,0,0,0,0
3574,A (205).jpg%30,Gypsum,0,1,0,0,0,0,0
3575,A (205).jpg%31,Wood,0,0,0,0,0,0,1
3576,A (205).jpg%32,Wood,0,0,0,0,0,0,1
3577,A (205).jpg%33,Wood,0,0,0,0,0,0,1
3578,A (205).jpg%34,Wood,0,0,0,0,0,0,1
3579,A (205).jpg%38,Wood,0,0,0,0,0,0,1
3580,A (205).jpg%39,Gypsum,0,1,0,0,0,0,0
3581,A (205).jpg%40,Gypsum,0,1,0,0,0,0,0
3582,A (205).jpg%41,Gypsum,0,1,0,0,0,0,0
3583,A (205).jpg%42,Gypsum,0,1,0,0,0,0,0
3584,A (205).jpg%43,Gypsum,0,1,0,0,0,0,0
3585,A (205).jpg%44,Wood,0,0,0,0,0,0,1
3586,A (205).jpg%45,Wood,0,0,0,0,0,0,1
3587,A (205).jpg%46,Wood,0,0,0,0,0,0,1
3588,A (205).jpg%47,Wood,0,0,0,0,0,0,1
3589,A (205).jpg%49,Wood,0,0,0,0,0,0,1
3590,A (205).jpg%50,Wood,0,0,0,0,0,0,1
3591,A (205).jpg%52,Gypsum,0,1,0,0,0,0,0
3592,A (205).jpg%53,Gypsum,0,1,0,0,0,0,0
3593,A (205).jpg%54,Gypsum,0,1,0,0,0,0,0
3594,A (205).jpg%55,Gypsum,0,1,0,0,0,0,0
3595,A (205).jpg%56,Wood,0,0,0,0,0,0,1
3596,A (205).jpg%57,Wood,0,0,0,0,0,0,1
3597,A (205).jpg%58,Wood,0,0,0,0,0,0,1
3598,A (205).jpg%59,Wood,0,0,0,0,0,0,1
3599,A (205).jpg%60,Wood,0,0,0,0,0,0,1
3600,A (205).jpg%61,Wood,0,0,0,0,0,0,1
3601,A (205).jpg%62,Wood,0,0,0,0,0,0,1
3602,A (205).jpg%65,Gypsum,0,1,0,0,0,0,0
3603,A (205).jpg%66,Gypsum,0,1,0,0,0,0,0
3604,A (205).jpg%67,Gypsum,0,1,0,0,0,0,0
3605,A (205).jpg%70,Wood,0,0,0,0,0,0,1
3606,A (205).jpg%71,Wood,0,0,0,0,0,0,1
3607,A (205).jpg%72,Wood,0,0,0,0,0,0,1
3608,A (205).jpg%73,Wood,0,0,0,0,0,0,1
3609,A (205).jpg%74,Wood,0,0,0,0,0,0,1
3610,A (205).jpg%75,Wood,0,0,0,0,0,0,1
3611,A (205).jpg%79,Gypsum,0,1,0,0,0,0,0
3612,A (205).jpg%82,Wood,0,0,0,0,0,0,1
3613,A (205).jpg%83,Wood,0,0,0,0,0,0,1
3614,A (205).jpg%84,Wood,0,0,0,0,0,0,1
3615,A (205).jpg%85,Wood,0,0,0,0,0,0,1
3616,A (205).jpg%88,Wood,0,0,0,0,0,0,1
3617,A (205).jpg%92,Gypsum,0,1,0,0,0,0,0
3618,A (205).jpg%94,Wood,0,0,0,0,0,0,1
3619,A (205).jpg%95,Wood,0,0,0,0,0,0,1
3620,A (205).jpg%96,Wood,0,0,0,0,0,0,1
3621,A (205).jpg%97,Wood,0,0,0,0,0,0,1
3622,A (205).jpg%99,Gypsum,0,1,0,0,0,0,0
3623,A (205).jpg%100,Wood,0,0,0,0,0,0,1
3624,A (205).jpg%106,Wood,0,0,0,0,0,0,1
3625,A (205).jpg%107,Wood,0,0,0,0,0,0,1
3626,A (205).jpg%108,Wood,0,0,0,0,0,0,1
3627,A (205).jpg%109,Wood,0,0,0,0,0,0,1
3628,A (205).jpg%113,Wood,0,0,0,0,0,0,1
3629,A (205).jpg%119,Wood,0,0,0,0,0,0,1
3630,A (205).jpg%120,Wood,0,0,0,0,0,0,1
3631,A (205).jpg%121,Wood,0,0,0,0,0,0,1
3632,A (205).jpg%127,Wood,0,0,0,0,0,0,1
3633,A (205).jpg%128,Wood,0,0,0,0,0,0,1
3634,A (205).jpg%131,Wood,0,0,0,0,0,0,1
3635,A (205).jpg%139,Wood,0,0,0,0,0,0,1
3636,A (205).jpg%140,Wood,0,0,0,0,0,0,1
3637,A (205).jpg%141,Wood,0,0,0,0,0,0,1
3638,A (188).jpg%27,Wood,0,0,0,0,0,0,1
3639,A (188).jpg%28,Wood,0,0,0,0,0,0,1
3640,A (188).jpg%29,Wood,0,0,0,0,0,0,1
3641,A (188).jpg%30,Wood,0,0,0,0,0,0,1
3642,A (188).jpg%38,Wood,0,0,0,0,0,0,1
3643,A (188).jpg%39,Wood,0,0,0,0,0,0,1
3644,A (188).jpg%40,Wood,0,0,0,0,0,0,1
3645,A (188).jpg%41,Wood,0,0,0,0,0,0,1
3646,A (188).jpg%42,Wood,0,0,0,0,0,0,1
3647,A (188).jpg%48,Wood,0,0,0,0,0,0,1
3648,A (188).jpg%49,Wood,0,0,0,0,0,0,1
3649,A (188).jpg%50,Wood,0,0,0,0,0,0,1
3650,A (188).jpg%51,Wood,0,0,0,0,0,0,1
3651,A (188).jpg%52,Wood,0,0,0,0,0,0,1
3652,A (188).jpg%53,Wood,0,0,0,0,0,0,1
3653,A (188).jpg%54,Wood,0,0,0,0,0,0,1
3654,A (188).jpg%55,Wood,0,0,0,0,0,0,1
3655,A (188).jpg%60,Wood,0,0,0,0,0,0,1
3656,A (188).jpg%61,Wood,0,0,0,0,0,0,1
3657,A (188).jpg%62,Wood,0,0,0,0,0,0,1
3658,A (188).jpg%63,Wood,0,0,0,0,0,0,1
3659,A (188).jpg%64,Wood,0,0,0,0,0,0,1
3660,A (188).jpg%65,Wood,0,0,0,0,0,0,1
3661,A (188).jpg%66,Wood,0,0,0,0,0,0,1
3662,A (188).jpg%67,Wood,0,0,0,0,0,0,1
3663,A (188).jpg%68,Wood,0,0,0,0,0,0,1
3664,A (188).jpg%72,Wood,0,0,0,0,0,0,1
3665,A (188).jpg%73,Wood,0,0,0,0,0,0,1
3666,A (188).jpg%74,Wood,0,0,0,0,0,0,1
3667,A (188).jpg%75,Wood,0,0,0,0,0,0,1
3668,A (188).jpg%76,Wood,0,0,0,0,0,0,1
3669,A (188).jpg%77,Wood,0,0,0,0,0,0,1
3670,A (188).jpg%78,Wood,0,0,0,0,0,0,1
3671,A (188).jpg%79,Wood,0,0,0,0,0,0,1
3672,A (188).jpg%80,Wood,0,0,0,0,0,0,1
3673,A (188).jpg%81,Wood,0,0,0,0,0,0,1
3674,A (188).jpg%84,Wood,0,0,0,0,0,0,1
3675,A (188).jpg%85,Wood,0,0,0,0,0,0,1
3676,A (188).jpg%86,Wood,0,0,0,0,0,0,1
3677,A (188).jpg%87,Wood,0,0,0,0,0,0,1
3678,A (188).jpg%88,Wood,0,0,0,0,0,0,1
3679,A (188).jpg%89,Wood,0,0,0,0,0,0,1
3680,A (188).jpg%90,Wood,0,0,0,0,0,0,1
3681,A (188).jpg%91,Wood,0,0,0,0,0,0,1
3682,A (188).jpg%92,Wood,0,0,0,0,0,0,1
3683,A (188).jpg%93,Wood,0,0,0,0,0,0,1
3684,A (188).jpg%94,Wood,0,0,0,0,0,0,1
3685,A (188).jpg%98,Wood,0,0,0,0,0,0,1
3686,A (188).jpg%99,Wood,0,0,0,0,0,0,1
3687,A (188).jpg%102,Wood,0,0,0,0,0,0,1
3688,A (188).jpg%103,Wood,0,0,0,0,0,0,1
3689,A (188).jpg%104,Wood,0,0,0,0,0,0,1
3690,A (188).jpg%105,Wood,0,0,0,0,0,0,1
3691,A (188).jpg%106,Wood,0,0,0,0,0,0,1
3692,A (188).jpg%110,Wood,0,0,0,0,0,0,1
3693,A (188).jpg%111,Wood,0,0,0,0,0,0,1
3694,A (188).jpg%114,Wood,0,0,0,0,0,0,1
3695,A (188).jpg%115,Wood,0,0,0,0,0,0,1
3696,A (188).jpg%116,Wood,0,0,0,0,0,0,1
3697,A (188).jpg%117,Wood,0,0,0,0,0,0,1
3698,A (188).jpg%118,Wood,0,0,0,0,0,0,1
3699,A (188).jpg%121,Wood,0,0,0,0,0,0,1
3700,A (188).jpg%122,Wood,0,0,0,0,0,0,1
3701,A (188).jpg%124,Wood,0,0,0,0,0,0,1
3702,A (188).jpg%125,Wood,0,0,0,0,0,0,1
3703,A (188).jpg%126,Wood,0,0,0,0,0,0,1
3704,A (188).jpg%127,Wood,0,0,0,0,0,0,1
3705,A (188).jpg%128,Wood,0,0,0,0,0,0,1
3706,A (188).jpg%133,Wood,0,0,0,0,0,0,1
3707,A (188).jpg%134,Wood,0,0,0,0,0,0,1
3708,A (188).jpg%140,Wood,0,0,0,0,0,0,1
3709,A (188).jpg%141,Wood,0,0,0,0,0,0,1
3710,A (10).jpg%12,Wood,0,0,0,0,0,0,1
3711,A (10).jpg%13,Wood,0,0,0,0,0,0,1
3712,A (10).jpg%14,Wood,0,0,0,0,0,0,1
3713,A (10).jpg%15,Wood,0,0,0,0,0,0,1
3714,A (10).jpg%16,Wood,0,0,0,0,0,0,1
3715,A (10).jpg%17,Roofing,0,0,0,0,0,1,0
3716,A (10).jpg%18,Roofing,0,0,0,0,0,1,0
3717,A (10).jpg%25,Wood,0,0,0,0,0,0,1
3718,A (10).jpg%26,Wood,0,0,0,0,0,0,1
3719,A (10).jpg%27,Wood,0,0,0,0,0,0,1
3720,A (10).jpg%28,Roofing,0,0,0,0,0,1,0
3721,A (10).jpg%29,Roofing,0,0,0,0,0,1,0
3722,A (10).jpg%30,Roofing,0,0,0,0,0,1,0
3723,A (10).jpg%31,Roofing,0,0,0,0,0,1,0
3724,A (10).jpg%32,Roofing,0,0,0,0,0,1,0
3725,A (10).jpg%33,Roofing,0,0,0,0,0,1,0
3726,A (10).jpg%36,Wood,0,0,0,0,0,0,1
3727,A (10).jpg%37,Wood,0,0,0,0,0,0,1
3728,A (10).jpg%38,Wood,0,0,0,0,0,0,1
3729,A (10).jpg%40,Roofing,0,0,0,0,0,1,0
3730,A (10).jpg%41,Roofing,0,0,0,0,0,1,0
3731,A (10).jpg%42,Roofing,0,0,0,0,0,1,0
3732,A (10).jpg%43,Roofing,0,0,0,0,0,1,0
3733,A (10).jpg%44,Roofing,0,0,0,0,0,1,0
3734,A (10).jpg%45,Roofing,0,0,0,0,0,1,0
3735,A (10).jpg%46,Roofing,0,0,0,0,0,1,0
3736,A (10).jpg%52,Roofing,0,0,0,0,0,1,0
3737,A (10).jpg%53,Roofing,0,0,0,0,0,1,0
3738,A (10).jpg%54,Roofing,0,0,0,0,0,1,0
3739,A (10).jpg%57,Roofing,0,0,0,0,0,1,0
3740,A (10).jpg%58,Roofing,0,0,0,0,0,1,0
3741,A (10).jpg%59,Roofing,0,0,0,0,0,1,0
3742,A (10).jpg%63,Roofing,0,0,0,0,0,1,0
3743,A (10).jpg%64,Roofing,0,0,0,0,0,1,0
3744,A (10).jpg%65,Roofing,0,0,0,0,0,1,0
3745,A (10).jpg%66,Roofing,0,0,0,0,0,1,0
3746,A (10).jpg%69,Roofing,0,0,0,0,0,1,0
3747,A (10).jpg%70,Roofing,0,0,0,0,0,1,0
3748,A (10).jpg%71,Roofing,0,0,0,0,0,1,0
3749,A (10).jpg%75,Roofing,0,0,0,0,0,1,0
3750,A (10).jpg%76,Roofing,0,0,0,0,0,1,0
3751,A (10).jpg%77,Roofing,0,0,0,0,0,1,0
3752,A (10).jpg%78,Roofing,0,0,0,0,0,1,0
3753,A (10).jpg%80,Roofing,0,0,0,0,0,1,0
3754,A (10).jpg%81,Roofing,0,0,0,0,0,1,0
3755,A (10).jpg%82,Roofing,0,0,0,0,0,1,0
3756,A (10).jpg%83,Roofing,0,0,0,0,0,1,0
3757,A (10).jpg%87,Roofing,0,0,0,0,0,1,0
3758,A (10).jpg%88,Roofing,0,0,0,0,0,1,0
3759,A (10).jpg%89,Roofing,0,0,0,0,0,1,0
3760,A (10).jpg%90,Roofing,0,0,0,0,0,1,0
3761,A (10).jpg%91,Roofing,0,0,0,0,0,1,0
3762,A (10).jpg%92,Roofing,0,0,0,0,0,1,0
3763,A (10).jpg%93,Roofing,0,0,0,0,0,1,0
3764,A (10).jpg%94,Roofing,0,0,0,0,0,1,0
3765,A (10).jpg%95,Roofing,0,0,0,0,0,1,0
3766,A (10).jpg%101,Roofing,0,0,0,0,0,1,0
3767,A (10).jpg%102,Roofing,0,0,0,0,0,1,0
3768,A (10).jpg%103,Roofing,0,0,0,0,0,1,0
3769,A (10).jpg%104,Roofing,0,0,0,0,0,1,0
3770,A (10).jpg%105,Roofing,0,0,0,0,0,1,0
3771,A (10).jpg%106,Roofing,0,0,0,0,0,1,0
3772,A (10).jpg%107,Roofing,0,0,0,0,0,1,0
3773,A (10).jpg%114,Roofing,0,0,0,0,0,1,0
3774,A (10).jpg%115,Roofing,0,0,0,0,0,1,0
3775,A (10).jpg%116,Roofing,0,0,0,0,0,1,0
3776,A (10).jpg%117,Roofing,0,0,0,0,0,1,0
3777,A (10).jpg%118,Roofing,0,0,0,0,0,1,0
3778,A (10).jpg%119,Roofing,0,0,0,0,0,1,0
3779,A (10).jpg%127,Roofing,0,0,0,0,0,1,0
3780,A (10).jpg%128,Roofing,0,0,0,0,0,1,0
3781,A (10).jpg%129,Roofing,0,0,0,0,0,1,0
3782,A (10).jpg%130,Roofing,0,0,0,0,0,1,0
3783,A (10).jpg%131,Roofing,0,0,0,0,0,1,0
3784,A (10).jpg%140,Roofing,0,0,0,0,0,1,0
3785,A (10).jpg%141,Roofing,0,0,0,0,0,1,0
3786,A (10).jpg%142,Roofing,0,0,0,0,0,1,0
3787,A (10).jpg%143,Roofing,0,0,0,0,0,1,0
3788,A (161).jpg%28,Wood,0,0,0,0,0,0,1
3789,A (161).jpg%29,Wood,0,0,0,0,0,0,1
3790,A (161).jpg%40,Wood,0,0,0,0,0,0,1
3791,A (161).jpg%41,Wood,0,0,0,0,0,0,1
3792,A (161).jpg%52,Wood,0,0,0,0,0,0,1
3793,A (161).jpg%53,Wood,0,0,0,0,0,0,1
3794,A (161).jpg%54,Wood,0,0,0,0,0,0,1
3795,A (161).jpg%55,Wood,0,0,0,0,0,0,1
3796,A (161).jpg%64,Wood,0,0,0,0,0,0,1
3797,A (161).jpg%65,Wood,0,0,0,0,0,0,1
3798,A (161).jpg%66,Wood,0,0,0,0,0,0,1
3799,A (161).jpg%67,Wood,0,0,0,0,0,0,1
3800,A (161).jpg%73,Wood,0,0,0,0,0,0,1
3801,A (161).jpg%74,Wood,0,0,0,0,0,0,1
3802,A (161).jpg%75,Wood,0,0,0,0,0,0,1
3803,A (161).jpg%76,Wood,0,0,0,0,0,0,1
3804,A (161).jpg%77,Wood,0,0,0,0,0,0,1
3805,A (161).jpg%78,Wood,0,0,0,0,0,0,1
3806,A (161).jpg%79,Wood,0,0,0,0,0,0,1
3807,A (161).jpg%85,Wood,0,0,0,0,0,0,1
3808,A (161).jpg%86,Wood,0,0,0,0,0,0,1
3809,A (161).jpg%87,Wood,0,0,0,0,0,0,1
3810,A (161).jpg%88,Wood,0,0,0,0,0,0,1
3811,A (161).jpg%89,Wood,0,0,0,0,0,0,1
3812,A (161).jpg%90,Wood,0,0,0,0,0,0,1
3813,A (161).jpg%91,Wood,0,0,0,0,0,0,1
3814,A (161).jpg%92,Wood,0,0,0,0,0,0,1
3815,A (161).jpg%98,Wood,0,0,0,0,0,0,1
3816,A (161).jpg%104,Wood,0,0,0,0,0,0,1
3817,A (161).jpg%116,Wood,0,0,0,0,0,0,1
3818,A (36).jpg%17,Wood,0,0,0,0,0,0,1
3819,A (36).jpg%18,Wood,0,0,0,0,0,0,1
3820,A (36).jpg%19,Wood,0,0,0,0,0,0,1
3821,A (36).jpg%20,Wood,0,0,0,0,0,0,1
3822,A (36).jpg%26,Wood,0,0,0,0,0,0,1
3823,A (36).jpg%27,Wood,0,0,0,0,0,0,1
3824,A (36).jpg%28,Wood,0,0,0,0,0,0,1
3825,A (36).jpg%29,Wood,0,0,0,0,0,0,1
3826,A (36).jpg%30,Wood,0,0,0,0,0,0,1
3827,A (36).jpg%31,Wood,0,0,0,0,0,0,1
3828,A (36).jpg%32,Wood,0,0,0,0,0,0,1
3829,A (36).jpg%36,Wood,0,0,0,0,0,0,1
3830,A (36).jpg%37,Wood,0,0,0,0,0,0,1
3831,A (36).jpg%38,Wood,0,0,0,0,0,0,1
3832,A (36).jpg%39,Wood,0,0,0,0,0,0,1
3833,A (36).jpg%40,Wood,0,0,0,0,0,0,1
3834,A (36).jpg%41,Wood,0,0,0,0,0,0,1
3835,A (36).jpg%42,Wood,0,0,0,0,0,0,1
3836,A (36).jpg%44,Wood,0,0,0,0,0,0,1
3837,A (36).jpg%49,Wood,0,0,0,0,0,0,1
3838,A (36).jpg%50,Wood,0,0,0,0,0,0,1
3839,A (36).jpg%51,Wood,0,0,0,0,0,0,1
3840,A (36).jpg%52,Wood,0,0,0,0,0,0,1
3841,A (36).jpg%53,Wood,0,0,0,0,0,0,1
3842,A (36).jpg%54,Wood,0,0,0,0,0,0,1
3843,A (36).jpg%56,Wood,0,0,0,0,0,0,1
3844,A (36).jpg%60,Wood,0,0,0,0,0,0,1
3845,A (36).jpg%61,Wood,0,0,0,0,0,0,1
3846,A (36).jpg%62,Wood,0,0,0,0,0,0,1
3847,A (36).jpg%63,Wood,0,0,0,0,0,0,1
3848,A (36).jpg%64,Wood,0,0,0,0,0,0,1
3849,A (36).jpg%65,Wood,0,0,0,0,0,0,1
3850,A (36).jpg%66,Wood,0,0,0,0,0,0,1
3851,A (36).jpg%68,Wood,0,0,0,0,0,0,1
3852,A (36).jpg%72,Wood,0,0,0,0,0,0,1
3853,A (36).jpg%74,Wood,0,0,0,0,0,0,1
3854,A (36).jpg%75,Wood,0,0,0,0,0,0,1
3855,A (36).jpg%76,Wood,0,0,0,0,0,0,1
3856,A (36).jpg%77,Wood,0,0,0,0,0,0,1
3857,A (36).jpg%78,Wood,0,0,0,0,0,0,1
3858,A (36).jpg%80,Wood,0,0,0,0,0,0,1
3859,A (36).jpg%84,Wood,0,0,0,0,0,0,1
3860,A (36).jpg%86,Wood,0,0,0,0,0,0,1
3861,A (36).jpg%87,Wood,0,0,0,0,0,0,1
3862,A (36).jpg%88,Wood,0,0,0,0,0,0,1
3863,A (36).jpg%89,Wood,0,0,0,0,0,0,1
3864,A (36).jpg%90,Wood,0,0,0,0,0,0,1
3865,A (36).jpg%91,Wood,0,0,0,0,0,0,1
3866,A (36).jpg%92,Wood,0,0,0,0,0,0,1
3867,A (36).jpg%99,Wood,0,0,0,0,0,0,1
3868,A (36).jpg%102,Wood,0,0,0,0,0,0,1
3869,A (36).jpg%103,Wood,0,0,0,0,0,0,1
3870,A (36).jpg%104,Wood,0,0,0,0,0,0,1
3871,A (36).jpg%111,Wood,0,0,0,0,0,0,1
3872,A (36).jpg%116,Wood,0,0,0,0,0,0,1
3873,A (36).jpg%122,Wood,0,0,0,0,0,0,1
3874,A (36).jpg%123,Wood,0,0,0,0,0,0,1
3875,A (36).jpg%124,Wood,0,0,0,0,0,0,1
3876,A (36).jpg%128,Wood,0,0,0,0,0,0,1
3877,A (36).jpg%134,Wood,0,0,0,0,0,0,1
3878,A (121).jpg%40,Wood,0,0,0,0,0,0,1
3879,A (121).jpg%52,Wood,0,0,0,0,0,0,1
3880,A (121).jpg%53,Wood,0,0,0,0,0,0,1
3881,A (121).jpg%68,Wood,0,0,0,0,0,0,1
3882,A (121).jpg%69,Wood,0,0,0,0,0,0,1
3883,A (121).jpg%80,Wood,0,0,0,0,0,0,1
3884,A (121).jpg%81,Wood,0,0,0,0,0,0,1
3885,A (121).jpg%90,Wood,0,0,0,0,0,0,1
3886,A (121).jpg%101,Wood,0,0,0,0,0,0,1
3887,A (121).jpg%102,Wood,0,0,0,0,0,0,1
3888,A (121).jpg%103,Wood,0,0,0,0,0,0,1
3889,A (121).jpg%113,Wood,0,0,0,0,0,0,1
3890,A (121).jpg%115,Wood,0,0,0,0,0,0,1
3891,A (147).jpg%9,Roofing,0,0,0,0,0,1,0
3892,A (147).jpg%10,Roofing,0,0,0,0,0,1,0
3893,A (147).jpg%20,Roofing,0,0,0,0,0,1,0
3894,A (147).jpg%21,Roofing,0,0,0,0,0,1,0
3895,A (147).jpg%22,Roofing,0,0,0,0,0,1,0
3896,A (147).jpg%32,Roofing,0,0,0,0,0,1,0
3897,A (147).jpg%33,Roofing,0,0,0,0,0,1,0
3898,A (147).jpg%34,Roofing,0,0,0,0,0,1,0
3899,A (147).jpg%46,Roofing,0,0,0,0,0,1,0
3900,A (147).jpg%47,Roofing,0,0,0,0,0,1,0
3901,A (50).jpg%41,Wood,0,0,0,0,0,0,1
3902,A (50).jpg%52,Wood,0,0,0,0,0,0,1
3903,A (50).jpg%53,Wood,0,0,0,0,0,0,1
3904,A (50).jpg%63,Wood,0,0,0,0,0,0,1
3905,A (50).jpg%66,Wood,0,0,0,0,0,0,1
3906,A (50).jpg%67,Wood,0,0,0,0,0,0,1
3907,A (50).jpg%74,Wood,0,0,0,0,0,0,1
3908,A (50).jpg%75,Plastic,0,0,0,0,1,0,0
3909,A (50).jpg%76,Plastic,0,0,0,0,1,0,0
3910,A (50).jpg%77,Plastic,0,0,0,0,1,0,0
3911,A (50).jpg%78,Wood,0,0,0,0,0,0,1
3912,A (50).jpg%79,Wood,0,0,0,0,0,0,1
3913,A (50).jpg%85,Wood,0,0,0,0,0,0,1
3914,A (50).jpg%86,Wood,0,0,0,0,0,0,1
3915,A (50).jpg%87,Wood,0,0,0,0,0,0,1
3916,A (50).jpg%90,Plastic,0,0,0,0,1,0,0
3917,A (50).jpg%91,Wood,0,0,0,0,0,0,1
3918,A (50).jpg%98,Metal,0,0,1,0,0,0,0
3919,A (50).jpg%99,Metal,0,0,1,0,0,0,0
3920,A (50).jpg%102,Plastic,0,0,0,0,1,0,0
3921,A (50).jpg%103,Wood,0,0,0,0,0,0,1
3922,A (50).jpg%110,Metal,0,0,1,0,0,0,0
3923,A (50).jpg%114,Wood,0,0,0,0,0,0,1
3924,A (50).jpg%115,Wood,0,0,0,0,0,0,1
3925,A (50).jpg%124,Metal,0,0,1,0,0,0,0
3926,A (50).jpg%125,Metal,0,0,1,0,0,0,0
3927,A (50).jpg%126,Wood,0,0,0,0,0,0,1
3928,A (50).jpg%127,Wood,0,0,0,0,0,0,1
3929,A (245).jpg%60,Metal,0,0,1,0,0,0,0
3930,A (245).jpg%61,Metal,0,0,1,0,0,0,0
3931,A (245).jpg%80,Metal,0,0,1,0,0,0,0
3932,A (245).jpg%81,Metal,0,0,1,0,0,0,0
3933,A (245).jpg%82,Metal,0,0,1,0,0,0,0
3934,A (245).jpg%83,Metal,0,0,1,0,0,0,0
3935,A (245).jpg%84,Metal,0,0,1,0,0,0,0
3936,A (245).jpg%85,Metal,0,0,1,0,0,0,0
3937,A (245).jpg%86,Metal,0,0,1,0,0,0,0
3938,A (245).jpg%87,Metal,0,0,1,0,0,0,0
3939,A (245).jpg%92,Metal,0,0,1,0,0,0,0
3940,A (245).jpg%93,Metal,0,0,1,0,0,0,0
3941,A (245).jpg%94,Metal,0,0,1,0,0,0,0
3942,A (245).jpg%95,Metal,0,0,1,0,0,0,0
3943,A (245).jpg%96,Metal,0,0,1,0,0,0,0
